Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Not Hispanic or Latino,Hispanic or Latino,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Two or More Races Including Some Other Race,"Two or More Races Excluding Some Other Race, and Three or More Races"
08518,5217.0,41.5,74286.0,33963.0,170.0,3.258577726662833,4928.0,289.0,3774.0,755.0,0.0,439.0,0.0,148.0,101.0,13.0,88.0
08520,27468.0,37.4,90293.0,37175.0,1834.0,6.6768603465851175,20887.0,6581.0,18000.0,1428.0,79.0,4117.0,17.0,2993.0,834.0,296.0,538.0
08525,4782.0,47.1,118656.0,59848.0,43.0,0.8992053534086156,4717.0,65.0,4481.0,142.0,0.0,108.0,0.0,1.0,50.0,3.0,47.0
08527,54867.0,42.2,88588.0,37021.0,2191.0,3.9932928718537553,50112.0,4755.0,48726.0,2807.0,23.0,1569.0,41.0,505.0,1196.0,334.0,862.0
08528,245.0,48.5,58676.0,49117.0,0.0,0.0,245.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08530,7568.0,43.8,87396.0,46371.0,249.0,3.290169133192389,6911.0,657.0,6289.0,535.0,8.0,209.0,0.0,507.0,20.0,0.0,20.0
08533,6789.0,41.0,85301.0,30981.0,459.0,6.760936809544852,6375.0,414.0,6433.0,175.0,0.0,20.0,0.0,23.0,138.0,0.0,138.0
08534,13312.0,44.1,144250.0,66609.0,339.0,2.546574519230769,12802.0,510.0,11113.0,467.0,0.0,1338.0,0.0,155.0,239.0,0.0,239.0
08535,5657.0,43.5,147853.0,59097.0,127.0,2.245006187024925,5637.0,20.0,4854.0,244.0,0.0,316.0,0.0,0.0,243.0,0.0,243.0
08536,19944.0,34.0,90089.0,46406.0,673.0,3.3744484556758927,18783.0,1161.0,7645.0,1096.0,73.0,9685.0,0.0,843.0,602.0,146.0,456.0
08540,47316.0,37.5,125439.0,61810.0,1969.0,4.161383041677234,44713.0,2603.0,30208.0,2031.0,66.0,13066.0,50.0,784.0,1111.0,81.0,1030.0
08542,4756.0,26.3,71393.0,37662.0,351.0,7.380151387720773,4215.0,541.0,3626.0,578.0,0.0,333.0,0.0,138.0,81.0,0.0,81.0
08550,19357.0,43.4,169661.0,70463.0,983.0,5.078266260267603,18264.0,1093.0,11084.0,444.0,0.0,7039.0,0.0,273.0,517.0,68.0,449.0
08551,5212.0,43.4,121154.0,54299.0,147.0,2.8204144282425174,4968.0,244.0,4906.0,23.0,0.0,151.0,0.0,26.0,106.0,23.0,83.0
08553,543.0,51.6,90972.0,57618.0,20.0,3.6832412523020257,522.0,21.0,531.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
08554,4023.0,39.6,71750.0,30004.0,169.0,4.200845140442456,3831.0,192.0,3372.0,228.0,0.0,39.0,0.0,96.0,288.0,32.0,256.0
08555,812.0,40.3,78083.0,30321.0,70.0,8.620689655172415,728.0,84.0,637.0,30.0,0.0,41.0,0.0,49.0,55.0,4.0,51.0
08558,6495.0,44.2,154236.0,68556.0,187.0,2.8791377983063895,6208.0,287.0,5096.0,16.0,7.0,1238.0,0.0,54.0,84.0,0.0,84.0
08559,5226.0,48.4,108871.0,56242.0,93.0,1.7795637198622274,5196.0,30.0,5072.0,24.0,0.0,35.0,0.0,0.0,95.0,0.0,95.0
08560,3249.0,47.0,113333.0,59497.0,175.0,5.38627269929209,3117.0,132.0,3181.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
08561,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08562,5713.0,34.9,65036.0,26970.0,485.0,8.489410117276387,5253.0,460.0,4618.0,701.0,53.0,120.0,0.0,74.0,147.0,6.0,141.0
08608,921.0,37.6,14861.0,13521.0,321.0,34.85342019543974,584.0,337.0,237.0,483.0,9.0,0.0,0.0,175.0,17.0,17.0,0.0
08609,14884.0,33.0,27073.0,15337.0,5132.0,34.47997850040312,9692.0,5192.0,3415.0,8507.0,52.0,210.0,0.0,2503.0,197.0,35.0,162.0
08610,29222.0,38.5,61016.0,28416.0,3005.0,10.28334816234344,22586.0,6636.0,20874.0,3822.0,4.0,555.0,0.0,3303.0,664.0,128.0,536.0
08611,26477.0,32.3,38672.0,16727.0,6253.0,23.616723949087888,12467.0,14010.0,13238.0,7132.0,141.0,456.0,0.0,4948.0,562.0,322.0,240.0
08618,38057.0,32.5,41757.0,21134.0,7953.0,20.897600966970597,34911.0,3146.0,11006.0,24689.0,58.0,782.0,0.0,865.0,657.0,124.0,533.0
08619,23175.0,42.3,72330.0,34252.0,1017.0,4.388349514563107,20855.0,2320.0,19222.0,1872.0,77.0,818.0,0.0,810.0,376.0,51.0,325.0
08620,12638.0,43.2,88438.0,33407.0,359.0,2.8406393416679854,11803.0,835.0,11291.0,683.0,11.0,408.0,0.0,200.0,45.0,9.0,36.0
08628,9579.0,42.7,80449.0,39103.0,581.0,6.06535128927863,9130.0,449.0,6938.0,2111.0,4.0,400.0,0.0,26.0,100.0,12.0,88.0
08629,12450.0,32.6,54956.0,21054.0,1961.0,15.751004016064257,8446.0,4004.0,5458.0,4594.0,59.0,360.0,0.0,1638.0,341.0,122.0,219.0
08638,23466.0,38.0,58371.0,24937.0,4280.0,18.239154521435267,19488.0,3978.0,10499.0,10266.0,150.0,688.0,0.0,1184.0,679.0,82.0,597.0
08640,7381.0,35.1,68108.0,13835.0,232.0,3.143205527706273,5494.0,1887.0,4146.0,2137.0,61.0,173.0,20.0,503.0,341.0,117.0,224.0
08641,4134.0,22.7,49980.0,16262.0,184.0,4.450895016932753,3692.0,442.0,2834.0,789.0,6.0,136.0,6.0,85.0,278.0,0.0,278.0
08648,32300.0,37.2,86451.0,38044.0,1761.0,5.452012383900929,29354.0,2946.0,21819.0,4305.0,6.0,4690.0,0.0,839.0,641.0,34.0,607.0
08690,18766.0,46.5,96192.0,40979.0,229.0,1.2202920174784184,18206.0,560.0,17487.0,142.0,13.0,693.0,0.0,315.0,116.0,28.0,88.0
08691,15431.0,41.6,109293.0,51883.0,548.0,3.551292852051066,14582.0,849.0,12467.0,449.0,0.0,1942.0,16.0,286.0,271.0,107.0,164.0
08701,92586.0,23.2,40240.0,14769.0,27363.0,29.554144255070963,78060.0,14526.0,80823.0,5432.0,148.0,420.0,16.0,4162.0,1585.0,270.0,1315.0
08720,1031.0,28.1,104310.0,43403.0,0.0,0.0,896.0,135.0,1017.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
08721,20789.0,41.4,78847.0,33094.0,944.0,4.540862956371158,18796.0,1993.0,19264.0,408.0,348.0,153.0,15.0,315.0,286.0,32.0,254.0
08722,11105.0,35.0,80386.0,30816.0,720.0,6.483565961278703,10193.0,912.0,10170.0,98.0,13.0,226.0,0.0,409.0,189.0,0.0,189.0
08723,31769.0,43.1,66233.0,33114.0,2000.0,6.295445245364978,29589.0,2180.0,29276.0,634.0,3.0,610.0,12.0,760.0,474.0,120.0,354.0
08724,42866.0,43.7,69797.0,33568.0,2318.0,5.407549106517986,39647.0,3219.0,40108.0,932.0,22.0,807.0,0.0,443.0,554.0,113.0,441.0
08730,4782.0,46.8,111875.0,52622.0,113.0,2.3630280217482227,4572.0,210.0,4467.0,202.0,0.0,48.0,0.0,19.0,46.0,0.0,46.0
08731,19868.0,42.6,64357.0,30511.0,1491.0,7.504529897322327,19062.0,806.0,19494.0,52.0,0.0,112.0,0.0,171.0,39.0,16.0,23.0
08732,1553.0,49.8,74375.0,39906.0,132.0,8.49967804249839,1509.0,44.0,1445.0,25.0,0.0,23.0,0.0,0.0,60.0,0.0,60.0
08733,2787.0,33.0,60556.0,24717.0,256.0,9.185504126300682,2183.0,604.0,2349.0,190.0,0.0,23.0,0.0,119.0,106.0,0.0,106.0
08734,7907.0,43.3,86357.0,36882.0,332.0,4.198811179967118,7531.0,376.0,7826.0,37.0,0.0,0.0,0.0,20.0,24.0,0.0,24.0
08735,3283.0,61.7,63200.0,44956.0,284.0,8.650624428876029,3263.0,20.0,3283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08736,12372.0,48.2,94250.0,55065.0,662.0,5.350792111218881,12238.0,134.0,12119.0,85.0,0.0,140.0,0.0,0.0,28.0,28.0,0.0
08738,964.0,63.5,123750.0,92818.0,35.0,3.6307053941908713,956.0,8.0,928.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
08740,1961.0,41.8,62857.0,29916.0,244.0,12.44263131055584,1925.0,36.0,1912.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08741,2591.0,40.3,86146.0,34881.0,86.0,3.31918178309533,2516.0,75.0,2521.0,21.0,0.0,36.0,0.0,8.0,5.0,0.0,5.0
08742,24377.0,43.8,77700.0,39316.0,1636.0,6.711244205603643,22984.0,1393.0,23537.0,80.0,2.0,62.0,0.0,254.0,442.0,47.0,395.0
08750,3596.0,52.1,103875.0,65829.0,69.0,1.9187986651835374,3502.0,94.0,3541.0,2.0,0.0,15.0,0.0,38.0,0.0,0.0,0.0
08751,4248.0,49.8,32733.0,24775.0,659.0,15.513182674199623,3509.0,739.0,4090.0,18.0,6.0,0.0,0.0,13.0,121.0,48.0,73.0
08752,1897.0,62.7,59028.0,41314.0,92.0,4.849762783342119,1866.0,31.0,1889.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
08753,63891.0,40.3,76202.0,34756.0,4238.0,6.633172121269037,58590.0,5301.0,58887.0,1474.0,47.0,2019.0,0.0,712.0,752.0,21.0,731.0
08755,25737.0,45.7,68109.0,36202.0,1250.0,4.8568209192990635,23261.0,2476.0,22420.0,720.0,75.0,1668.0,0.0,342.0,512.0,166.0,346.0
08757,33041.0,64.3,36595.0,25393.0,3227.0,9.766653551647952,30678.0,2363.0,29436.0,1976.0,20.0,497.0,0.0,639.0,473.0,168.0,305.0
08758,7512.0,53.6,70546.0,33778.0,507.0,6.7492012779552715,7160.0,352.0,7138.0,17.0,0.0,0.0,0.0,238.0,119.0,0.0,119.0
08759,33033.0,69.0,35984.0,28401.0,2402.0,7.271516362425453,32030.0,1003.0,29992.0,1464.0,22.0,941.0,0.0,189.0,425.0,65.0,360.0
08801,8662.0,35.9,114050.0,45052.0,172.0,1.9856845993996768,7817.0,845.0,6481.0,1165.0,16.0,325.0,0.0,350.0,325.0,132.0,193.0
08802,3603.0,43.3,110884.0,49471.0,167.0,4.635026366916459,3415.0,188.0,3437.0,56.0,0.0,105.0,0.0,5.0,0.0,0.0,0.0
08804,2679.0,42.2,103190.0,45405.0,59.0,2.202314296379246,2608.0,71.0,2608.0,16.0,0.0,9.0,20.0,10.0,16.0,14.0,2.0
08805,12340.0,35.7,67040.0,31531.0,949.0,7.690437601296597,7483.0,4857.0,9344.0,815.0,0.0,377.0,0.0,1526.0,278.0,58.0,220.0
08807,38241.0,41.4,112474.0,46495.0,1540.0,4.027091341753615,34513.0,3728.0,27316.0,1176.0,36.0,7602.0,10.0,1560.0,541.0,190.0,351.0
08808,52.0,40.3,54167.0,29587.0,4.0,7.6923076923076925,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08809,6471.0,41.0,95201.0,38696.0,244.0,3.770669139236594,5907.0,564.0,5193.0,702.0,0.0,280.0,0.0,141.0,155.0,49.0,106.0
08810,9163.0,37.9,108283.0,40927.0,93.0,1.0149514351195024,8812.0,351.0,3729.0,931.0,0.0,4324.0,0.0,179.0,0.0,0.0,0.0
08812,14330.0,40.1,94562.0,41983.0,653.0,4.556873691556176,11616.0,2714.0,10727.0,856.0,73.0,1667.0,0.0,726.0,281.0,81.0,200.0
08816,46550.0,42.2,96067.0,41839.0,2223.0,4.775510204081633,43132.0,3418.0,31774.0,2001.0,76.0,11067.0,0.0,768.0,864.0,153.0,711.0
08817,44646.0,35.5,85152.0,33677.0,3276.0,7.337723424270932,38987.0,5659.0,20830.0,3537.0,111.0,17642.0,1.0,1222.0,1303.0,273.0,1030.0
08820,39878.0,41.0,112073.0,46672.0,1690.0,4.237925673303576,38541.0,1337.0,13550.0,1343.0,94.0,23264.0,0.0,335.0,1292.0,299.0,993.0
08821,289.0,43.5,113250.0,44576.0,37.0,12.802768166089965,289.0,0.0,239.0,37.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0
08822,30430.0,43.7,101922.0,47722.0,1762.0,5.790338481761419,28197.0,2233.0,27331.0,374.0,0.0,1898.0,194.0,303.0,330.0,28.0,302.0
08823,9096.0,35.7,93903.0,45929.0,273.0,3.0013192612137205,8447.0,649.0,3134.0,2172.0,56.0,3186.0,0.0,84.0,464.0,125.0,339.0
08824,12175.0,40.0,117863.0,43935.0,422.0,3.46611909650924,11551.0,624.0,6441.0,1385.0,14.0,4119.0,0.0,34.0,182.0,17.0,165.0
08825,4528.0,43.9,94079.0,39574.0,238.0,5.256183745583039,4424.0,104.0,4375.0,23.0,0.0,65.0,0.0,38.0,27.0,0.0,27.0
08826,5771.0,45.9,97452.0,45198.0,275.0,4.765205337029977,5603.0,168.0,5450.0,95.0,0.0,144.0,0.0,34.0,48.0,3.0,45.0
08827,4185.0,48.8,98400.0,42877.0,308.0,7.359617682198327,4016.0,169.0,3897.0,29.0,16.0,137.0,5.0,31.0,70.0,0.0,70.0
08828,2360.0,40.0,78958.0,34618.0,112.0,4.745762711864407,2114.0,246.0,2016.0,13.0,0.0,262.0,0.0,47.0,22.0,0.0,22.0
08829,3694.0,40.5,95282.0,42726.0,24.0,0.6497022198159177,3467.0,227.0,3466.0,43.0,0.0,150.0,0.0,7.0,28.0,0.0,28.0
08830,18559.0,39.3,83581.0,33236.0,1228.0,6.616735815507301,17178.0,1381.0,7403.0,1206.0,182.0,8704.0,0.0,464.0,600.0,326.0,274.0
08831,46818.0,50.7,67676.0,42007.0,2355.0,5.030116621812123,44199.0,2619.0,38072.0,1964.0,93.0,6058.0,0.0,158.0,473.0,114.0,359.0
08832,2580.0,30.2,43900.0,21547.0,713.0,27.635658914728683,983.0,1597.0,1096.0,527.0,0.0,113.0,0.0,718.0,126.0,0.0,126.0
08833,9039.0,47.2,135259.0,75622.0,239.0,2.64409779842903,8738.0,301.0,8713.0,74.0,0.0,94.0,0.0,4.0,154.0,8.0,146.0
08835,10400.0,41.3,62583.0,29298.0,723.0,6.951923076923077,8124.0,2276.0,9200.0,188.0,0.0,275.0,0.0,713.0,24.0,0.0,24.0
08836,3767.0,46.3,135547.0,63833.0,101.0,2.6811786567560394,3615.0,152.0,3116.0,103.0,0.0,513.0,0.0,21.0,14.0,1.0,13.0
08837,16030.0,38.2,74589.0,35025.0,1085.0,6.7685589519650655,13826.0,2204.0,8783.0,1114.0,0.0,5140.0,12.0,574.0,407.0,120.0,287.0
08840,16535.0,41.7,102196.0,46958.0,560.0,3.3867553674024795,15208.0,1327.0,12114.0,1248.0,32.0,2525.0,0.0,87.0,529.0,11.0,518.0
08844,38907.0,39.8,112923.0,46019.0,1462.0,3.757678566838872,35541.0,3366.0,30208.0,1968.0,13.0,5437.0,0.0,394.0,887.0,57.0,830.0
08846,13703.0,41.6,80833.0,33458.0,257.0,1.87550171495293,11653.0,2050.0,11706.0,739.0,0.0,719.0,0.0,258.0,281.0,52.0,229.0
08848,8371.0,46.3,102852.0,44983.0,157.0,1.8755226376776968,8004.0,367.0,8101.0,98.0,31.0,37.0,0.0,4.0,100.0,9.0,91.0
08850,8274.0,42.6,97120.0,41082.0,473.0,5.7167029248247525,7835.0,439.0,7258.0,124.0,0.0,625.0,0.0,36.0,231.0,128.0,103.0
08852,17233.0,38.1,102950.0,42303.0,570.0,3.3076074972436604,16606.0,627.0,8605.0,1135.0,87.0,6806.0,0.0,244.0,356.0,107.0,249.0
08853,5542.0,42.9,122500.0,49686.0,74.0,1.335258029592205,5159.0,383.0,4822.0,120.0,0.0,433.0,0.0,167.0,0.0,0.0,0.0
08854,56874.0,33.2,91164.0,32262.0,2827.0,4.970636846362134,50231.0,6643.0,23242.0,12416.0,147.0,18430.0,25.0,932.0,1682.0,394.0,1288.0
08857,40271.0,40.5,92725.0,38319.0,1237.0,3.0716893049589036,36044.0,4227.0,31102.0,1940.0,0.0,5685.0,17.0,746.0,781.0,341.0,440.0
08858,170.0,66.8,79444.0,70244.0,0.0,0.0,170.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08859,21594.0,38.9,79835.0,35353.0,1312.0,6.075761785681208,18922.0,2672.0,13651.0,2074.0,9.0,4983.0,0.0,430.0,447.0,150.0,297.0
08861,53415.0,33.0,45601.0,19501.0,12427.0,23.265000468033325,11930.0,41485.0,40313.0,4735.0,12.0,917.0,87.0,6014.0,1337.0,782.0,555.0
08863,12342.0,38.8,74836.0,31089.0,963.0,7.802625182304327,10676.0,1666.0,7810.0,1262.0,36.0,2557.0,15.0,463.0,199.0,24.0,175.0
08865,29824.0,40.9,55599.0,27067.0,3652.0,12.245171673819742,27404.0,2420.0,26341.0,1671.0,81.0,676.0,0.0,545.0,510.0,84.0,426.0
08867,5436.0,45.5,114174.0,49652.0,62.0,1.1405445180279616,5254.0,182.0,5317.0,10.0,0.0,97.0,0.0,1.0,11.0,0.0,11.0
08869,7058.0,37.8,76250.0,35079.0,737.0,10.44205157268348,5562.0,1496.0,5437.0,189.0,0.0,891.0,0.0,439.0,102.0,34.0,68.0
08872,20041.0,37.7,72956.0,32666.0,1276.0,6.366947757097949,17276.0,2765.0,12847.0,3023.0,0.0,3469.0,0.0,559.0,143.0,7.0,136.0
08873,51048.0,40.0,85148.0,37985.0,3307.0,6.47821658047328,45271.0,5777.0,23979.0,14387.0,234.0,9787.0,34.0,1216.0,1411.0,344.0,1067.0
08876,22268.0,39.8,89242.0,41896.0,1019.0,4.57607328902461,19402.0,2866.0,17508.0,1684.0,23.0,2058.0,0.0,638.0,357.0,57.0,300.0
08879,22974.0,40.9,72508.0,34654.0,1300.0,5.658570558022112,19940.0,3034.0,18028.0,1828.0,14.0,2467.0,18.0,225.0,394.0,98.0,296.0
08880,4584.0,35.9,71607.0,31046.0,369.0,8.049738219895287,3204.0,1380.0,3508.0,404.0,0.0,117.0,0.0,237.0,318.0,10.0,308.0
08882,16079.0,38.6,66327.0,27054.0,1683.0,10.467068847565146,12386.0,3693.0,12253.0,1339.0,136.0,675.0,0.0,1136.0,540.0,234.0,306.0
08884,8309.0,41.9,76681.0,33593.0,283.0,3.405945360452521,7807.0,502.0,7613.0,265.0,0.0,225.0,0.0,82.0,124.0,30.0,94.0
08886,7071.0,40.9,109970.0,42475.0,212.0,2.998161504737661,6892.0,179.0,5933.0,525.0,0.0,471.0,0.0,38.0,104.0,9.0,95.0
08887,1079.0,43.5,64205.0,39043.0,72.0,6.672845227062094,1057.0,22.0,1001.0,33.0,0.0,31.0,0.0,14.0,0.0,0.0,0.0
08889,9934.0,44.7,124712.0,60270.0,623.0,6.2713911817998795,9456.0,478.0,9296.0,88.0,0.0,321.0,0.0,87.0,142.0,43.0,99.0
08890,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08901,55476.0,23.1,39901.0,14614.0,16144.0,29.100872449347467,25817.0,29659.0,37691.0,8308.0,148.0,4442.0,12.0,3929.0,946.0,171.0,775.0
08902,41774.0,36.3,81531.0,35200.0,2297.0,5.498635514913583,34952.0,6822.0,19720.0,7711.0,133.0,11058.0,0.0,2422.0,730.0,195.0,535.0
08904,14136.0,33.3,73789.0,39800.0,1632.0,11.544991511035654,12579.0,1557.0,10084.0,1141.0,0.0,2069.0,0.0,592.0,250.0,32.0,218.0
10001,21966.0,34.7,81671.0,82166.0,3375.0,15.364654465992897,18621.0,3345.0,13943.0,2363.0,58.0,3854.0,0.0,670.0,1078.0,378.0,700.0
10002,82191.0,39.8,33218.0,26227.0,23346.0,28.404569843413512,60974.0,21217.0,25545.0,6057.0,176.0,36525.0,15.0,10758.0,3115.0,1175.0,1940.0
10003,57310.0,32.3,92540.0,74189.0,5916.0,10.322805793055313,53137.0,4173.0,44470.0,2361.0,164.0,7705.0,12.0,892.0,1706.0,324.0,1382.0
10004,2807.0,33.1,129313.0,108786.0,250.0,8.906305664410402,2536.0,271.0,2241.0,100.0,0.0,386.0,0.0,20.0,60.0,0.0,60.0
10005,6822.0,28.6,124670.0,102849.0,724.0,10.612723541483437,6483.0,339.0,5077.0,104.0,2.0,1441.0,0.0,85.0,113.0,0.0,113.0
10006,2507.0,31.3,119274.0,101271.0,252.0,10.051854806541684,2327.0,180.0,1759.0,99.0,0.0,474.0,0.0,33.0,142.0,12.0,130.0
10007,6525.0,34.0,216037.0,157713.0,144.0,2.206896551724138,6008.0,517.0,4576.0,413.0,0.0,1027.0,0.0,158.0,351.0,55.0,296.0
10009,62810.0,36.3,59929.0,43893.0,12567.0,20.007960515841425,46949.0,15861.0,37540.0,4496.0,119.0,9590.0,179.0,8830.0,2056.0,505.0,1551.0
10010,30670.0,35.1,97955.0,79491.0,4204.0,13.707205738506683,27513.0,3157.0,21820.0,1820.0,65.0,4592.0,0.0,880.0,1493.0,51.0,1442.0
10011,52167.0,39.7,104238.0,110631.0,4379.0,8.394195564245596,46255.0,5912.0,40683.0,2150.0,357.0,5078.0,0.0,1634.0,2265.0,387.0,1878.0
10012,26145.0,34.1,86594.0,72914.0,2552.0,9.760948556129279,24709.0,1436.0,19691.0,590.0,0.0,4339.0,46.0,700.0,779.0,79.0,700.0
10013,26065.0,36.4,83725.0,90699.0,3223.0,12.365240744293112,24466.0,1599.0,14628.0,940.0,52.0,8917.0,13.0,386.0,1129.0,190.0,939.0
10014,30597.0,36.7,108483.0,106068.0,1989.0,6.500637317384057,28642.0,1955.0,26891.0,637.0,102.0,1894.0,0.0,349.0,724.0,35.0,689.0
10016,51196.0,32.8,105324.0,87986.0,4689.0,9.158918665520744,46501.0,4695.0,38341.0,1685.0,123.0,7960.0,0.0,1890.0,1197.0,290.0,907.0
10017,16129.0,37.2,100652.0,101239.0,1207.0,7.483414966829933,14964.0,1165.0,12359.0,385.0,0.0,2961.0,7.0,111.0,306.0,22.0,284.0
10018,7021.0,30.9,104635.0,75598.0,972.0,13.844181740492807,5528.0,1493.0,4125.0,465.0,62.0,1792.0,0.0,397.0,180.0,60.0,120.0
10019,38394.0,38.8,84424.0,84966.0,5013.0,13.056727613689638,31790.0,6604.0,27881.0,2525.0,172.0,5145.0,13.0,1647.0,1011.0,445.0,566.0
10020,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10021,40862.0,42.7,107907.0,120077.0,2763.0,6.76178356419167,38655.0,2207.0,36163.0,786.0,17.0,3046.0,64.0,225.0,561.0,30.0,531.0
10022,29618.0,45.3,109019.0,129778.0,1318.0,4.449996623674792,27368.0,2250.0,25263.0,614.0,6.0,2902.0,0.0,420.0,413.0,72.0,341.0
10023,61315.0,41.3,103534.0,99496.0,5316.0,8.669982875315991,55631.0,5684.0,50678.0,2094.0,87.0,6303.0,24.0,624.0,1505.0,360.0,1145.0
10024,59164.0,41.8,109956.0,97633.0,3950.0,6.676357244270164,52855.0,6309.0,47916.0,4019.0,246.0,3561.0,0.0,817.0,2605.0,509.0,2096.0
10025,97390.0,38.2,68516.0,55843.0,16008.0,16.437005852756958,76166.0,21224.0,64006.0,14978.0,484.0,9085.0,7.0,5810.0,3020.0,593.0,2427.0
10026,37871.0,33.6,43107.0,28674.0,10640.0,28.09537640938977,30727.0,7144.0,8837.0,22800.0,11.0,1456.0,0.0,3834.0,933.0,228.0,705.0
10027,62617.0,30.7,37872.0,27349.0,16581.0,26.480029384991298,47921.0,14696.0,17822.0,26276.0,112.0,5661.0,52.0,10117.0,2577.0,687.0,1890.0
10028,44295.0,40.3,104638.0,107679.0,2538.0,5.72976633931595,41971.0,2324.0,39452.0,682.0,30.0,2830.0,74.0,366.0,861.0,72.0,789.0
10029,77454.0,33.5,31888.0,25270.0,21062.0,27.19291450409275,40422.0,37032.0,27158.0,23492.0,158.0,6907.0,149.0,17407.0,2183.0,1164.0,1019.0
10030,28472.0,34.0,31925.0,23992.0,7954.0,27.936218038774935,22071.0,6401.0,4301.0,19279.0,156.0,996.0,0.0,1250.0,2490.0,189.0,2301.0
10031,59092.0,33.0,37655.0,23322.0,16139.0,27.311649631083736,26498.0,32594.0,16260.0,20403.0,248.0,1148.0,46.0,11241.0,9746.0,498.0,9248.0
10032,59374.0,34.5,34568.0,19005.0,16743.0,28.199211776198336,18861.0,40513.0,16931.0,13442.0,730.0,1764.0,0.0,22806.0,3701.0,2001.0,1700.0
10033,58710.0,35.9,41556.0,23403.0,14274.0,24.312723556463975,18000.0,40710.0,24130.0,5294.0,138.0,1597.0,143.0,24951.0,2457.0,1050.0,1407.0
10034,41510.0,36.5,41171.0,22909.0,10697.0,25.769694049626597,10777.0,30733.0,15031.0,3790.0,190.0,819.0,164.0,19377.0,2139.0,703.0,1436.0
10035,33488.0,34.2,24533.0,19541.0,13486.0,40.271141901576684,17344.0,16144.0,7069.0,13173.0,160.0,1366.0,0.0,10456.0,1264.0,644.0,620.0
10036,23132.0,38.2,66599.0,68213.0,3174.0,13.72125194535708,19455.0,3677.0,15333.0,1846.0,84.0,3853.0,0.0,1213.0,803.0,74.0,729.0
10037,17377.0,37.6,37341.0,25535.0,4327.0,24.90073085112505,14022.0,3355.0,1459.0,13227.0,38.0,564.0,0.0,1099.0,990.0,55.0,935.0
10038,20082.0,32.4,66074.0,58768.0,3679.0,18.319888457324968,16979.0,3103.0,10072.0,1451.0,296.0,6568.0,0.0,1447.0,248.0,5.0,243.0
10039,26577.0,33.3,33595.0,19675.0,7664.0,28.836964292433308,18847.0,7730.0,3743.0,18027.0,224.0,351.0,0.0,3227.0,1005.0,310.0,695.0
10040,44825.0,37.0,42721.0,23593.0,9909.0,22.10596765197992,12965.0,31860.0,17602.0,4135.0,69.0,1210.0,0.0,20172.0,1637.0,889.0,748.0
10044,12346.0,40.2,83066.0,43053.0,1218.0,9.865543495869108,10488.0,1858.0,6845.0,2159.0,73.0,2372.0,0.0,314.0,583.0,0.0,583.0
10065,32797.0,38.9,115519.0,119546.0,1718.0,5.238283989389274,31090.0,1707.0,28316.0,885.0,31.0,2819.0,16.0,178.0,552.0,53.0,499.0
10069,5118.0,38.1,170630.0,123349.0,229.0,4.474404064087534,4952.0,166.0,3828.0,166.0,0.0,1013.0,0.0,48.0,63.0,0.0,63.0
10075,24849.0,40.9,102941.0,106575.0,1719.0,6.917783411807316,22921.0,1928.0,21989.0,360.0,65.0,1448.0,0.0,537.0,450.0,52.0,398.0
10103,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10110,2.0,-666666666.0,-666666666.0,,1.0,50.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10111,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10112,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10115,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10119,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
